,1,2,3,4,5,6,7,8,9,10
60,0.704140127388535,0.706687898089172,0.7073248407643311,0.7105095541401273,0.7242038216560508,0.7305732484076433,0.7350318471337579,0.7477707006369426,0.7522292993630573,0.7522292993630573
70,0.7063559322033899,0.7025423728813559,0.7161016949152542,0.7101694915254236,0.725,0.719491525423729,0.7330508474576272,0.7466101694915255,0.7563559322033898,0.7559322033898305
80,0.6936708860759494,0.729746835443038,0.7120253164556962,0.7044303797468354,0.7158227848101266,0.7316455696202532,0.7341772151898736,0.7253164556962026,0.7500000000000001,0.7512658227848102
90,0.695,0.75125,0.73875,0.7412499999999999,0.7112499999999999,0.75625,0.7324999999999999,0.7374999999999999,0.75125,0.7700000000000001
